Study number,drain2,Clay,Sand,pH,Corg,OM,C_N,prec1,prec2,ETP,ETP2,PPE,PPE2,Tair,N_syn,N_org,Ntot,Org,type2,split2,crop2,till2,Cumul,EF,per_N_app,EF_2
19,0,400,200,7,24.4,4.20656,,470,116.6,565.5,254.3,0.8311229,0.458513567,6.3,0,0,0,0,0,0,0,1,0.932,,,
19,0,400,200,7,24.4,4.20656,,470,116.6,565.5,254.3,0.8311229,0.458513567,6.3,0.119,0,0.119,0,0,1,0,1,1.303,,1.094957983,
19,0,400,200,7,17.6,3.03424,,451.9,179.8,610.6,282.5,0.740091713,0.636460177,6.3,0,0,0,0,0,0,0,0,1.064,,,
19,0,400,200,7,17.6,3.03424,,451.9,179.8,610.6,282.5,0.740091713,0.636460177,6.3,0.119,0,0.119,0,0,1,0,0,0.921,,0.77394958,
19,0,400,200,7,24.4,4.20656,,451.9,179.8,610.6,282.5,0.740091713,0.636460177,6.3,0,0,0,0,0,0,0,1,2.194,,,
19,0,400,200,7,24.4,4.20656,,451.9,179.8,610.6,282.5,0.740091713,0.636460177,6.3,0.119,0,0.119,0,0,1,0,1,2.686,,2.257142857,
21,0,190,570,,13.34106729,2.3,,219.2,155.6,682.8,3,0.321031049,51.86666667,4.7,0,0,0,0,0,0,0,0,0.4,,,
21,0,190,570,,13.34106729,2.3,,219.2,63.5,682.8,3,0.321031049,21.16666667,4.7,0.1,0,0.1,0,0,0,0,1,0.44,0.38,0.44,0.38
21,0,190,570,,13.34106729,2.3,,219.2,63.5,682.8,3,0.321031049,21.16666667,4.7,0.1,0,0.1,0,0,0,0,1,0.48,0.08,0.48,0.08
21,0,190,570,,13.34106729,2.3,,219.2,155.6,682.8,234.6,0.321031049,0.663256607,4.7,0.1,0,0.1,0,0,0,0,0,0.16,-0.24,0.16,-0.24
21,0,190,570,,13.34106729,2.3,,219.2,155.6,682.8,234.6,0.321031049,0.663256607,4.7,0.1,0,0.1,0,0,0,0,0,0.85,0.79,0.85,0.79
21,0,190,570,,13.34106729,2.3,,219.2,63.5,682.8,234.6,0.321031049,0.270673487,4.7,0,0,0,0,0,0,0,0,0.06,,,
22,1,260,490,6.2,27,4.6548,,359,164.4,454.8,174.4,0.78935796,0.94266055,2.8,0.06,0,0.06,0,0,0,0,0,0.454,,,
22,1,250,510,6.6,32,5.5168,,359,164.4,454.8,174.4,0.78935796,0.94266055,2.8,0.06,0,0.06,0,0,0,0,0,2.61,,4.35,
22,1,250,510,6.6,32,5.5168,,359,164.4,454.8,174.4,0.78935796,0.94266055,2.8,0.06,0,0.06,0,0,0,0,1,1.916,,3.193333333,
22,1,290,430,5.9,41,7.0684,,359,164.4,454.8,174.4,0.78935796,0.94266055,2.8,0.06,0,0.06,0,0,0,0,0,2.337,,,
22,0,180,620,7.8,12,2.0688,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0,0,0,0,0,0,0,1,0.063,,,
22,0,180,620,7.8,12,2.0688,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0.045,0,0.045,0,0,0,0,1,0.439,0.835555556,0.975555556,0.835555556
22,0,180,620,7.8,12,2.0688,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0.11,0,0.11,0,0,0,0,1,0.998,0.85,0.907272727,0.85
22,0,200,460,7.8,17,2.9308,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0,0,0,0,0,0,0,1,0.125,,,
22,0,200,460,7.8,17,2.9308,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0.045,0,0.045,0,0,0,0,1,0.69,1.255555556,1.533333333,1.255555556
22,0,200,460,7.8,17,2.9308,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0.11,0,0.11,0,0,0,0,1,1.424,1.180909091,1.294545455,1.180909091
22,0,260,330,7.8,22,3.7928,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0,0,0,0,0,0,0,1,0.277,,,
22,0,260,330,7.8,22,3.7928,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0.045,0,0.045,0,0,0,0,1,0.948,1.491111111,2.106666667,1.491111111
22,0,260,330,7.8,22,3.7928,,256.1,145.8,545.6,189.4,0.469391496,0.769799366,3.7,0.11,0,0.11,0,0,0,0,1,2.439,1.965454545,2.217272727,1.965454545
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0,0,0,0,0,0,0,0,0.052,,,
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.04,0,0.04,0,0,0,0,0,0.09,0.095,0.225,0.095
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.08,0,0.08,0,0,0,0,0,0.114,0.0775,0.1425,0.0775
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.08,0,0.08,0,0,0,0,0,0.129,0.09625,0.16125,0.09625
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.08,0,0.08,0,0,0,0,0,0.14,0.11,0.175,0.11
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.08,0,0.08,0,0,0,0,0,0.159,0.13375,0.19875,0.13375
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.08,0,0.08,0,0,0,0,0,0.187,0.16875,0.23375,0.16875
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.08,0,0.08,0,0,0,0,0,0.2,0.185,0.25,0.185
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.08,0,0.08,0,0,0,0,0,0.218,0.2075,0.2725,0.2075
28,1,696,221,8,26,4.4824,8.82,330.6,179.4,613,216.5,0.539314845,0.828637413,2.6,0.12,0,0.12,0,0,0,0,0,0.095,0.035833333,0.079166667,0.035833333
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0,0,0,0,0,0,0,0,0.004,,,
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.04,0,0.04,0,0,0,0,0,0.014,0.025,0.035,0.025
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.08,0,0.08,0,0,0,0,0,0.027,0.02875,0.03375,0.02875
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.08,0,0.08,0,0,0,0,0,0.043,0.04875,0.05375,0.04875
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.08,0,0.08,0,0,0,0,0,0.046,0.0525,0.0575,0.0525
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.08,0,0.08,0,0,0,0,0,0.047,0.05375,0.05875,0.05375
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.08,0,0.08,0,0,0,0,0,0.059,0.06875,0.07375,0.06875
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.08,0,0.08,0,0,0,0,0,0.064,0.075,0.08,0.075
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.08,0,0.08,0,0,0,0,0,0.14,0.17,0.175,0.17
28,1,696,221,8,26,4.4824,8.82,133.2,49.1,688.8,245.7,0.193379791,0.1998372,2.6,0.12,0,0.12,0,0,0,0,0,0.034,0.025,0.028333333,0.025
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0,0,0,0,0,0,0,0,0.057,,,
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.04,0,0.04,0,0,0,0,0,0.68,1.5575,1.7,1.5575
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.08,0,0.08,0,0,0,0,0,0.09,0.04125,0.1125,0.04125
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.08,0,0.08,0,0,0,0,0,0.101,0.055,0.12625,0.055
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.08,0,0.08,0,0,0,0,0,0.11,0.06625,0.1375,0.06625
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.08,0,0.08,0,0,0,0,0,0.121,0.08,0.15125,0.08
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.08,0,0.08,0,0,0,0,0,0.154,0.12125,0.1925,0.12125
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.08,0,0.08,0,0,0,0,0,0.71,0.81625,0.8875,0.81625
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.08,0,0.08,0,0,0,0,0,0.99,1.16625,1.2375,1.16625
28,1,696,221,8,26,4.4824,8.82,318.9,133,607,232.9,0.525370675,0.571060541,2.6,0.12,0,0.12,0,0,0,0,0,0.172,0.095833333,0.143333333,0.095833333
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0,0,0,0,0,0,0,0,0.631,,,
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.04,0,0.04,0,0,0,0,0,0.46,-0.4275,1.15,-0.4275
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.08,0,0.08,0,0,0,0,0,0.162,-0.58625,0.2025,-0.58625
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.08,0,0.08,0,0,0,0,0,0.242,-0.48625,0.3025,-0.48625
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.08,0,0.08,0,0,0,0,0,0.414,-0.27125,0.5175,-0.27125
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.08,0,0.08,0,0,0,0,0,0.472,-0.19875,0.59,-0.19875
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.08,0,0.08,0,0,0,0,0,0.501,-0.1625,0.62625,-0.1625
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.08,0,0.08,0,0,0,0,0,0.672,0.05125,0.84,0.05125
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.08,0,0.08,0,0,0,0,0,0.758,0.15875,0.9475,0.15875
28,1,526,144,7.2,13,2.2412,10.84,311,116.2,512.7,200.7,0.606592549,0.578973592,1,0.12,0,0.12,0,0,0,0,0,0.424,-0.1725,0.353333333,-0.1725
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0,0,0,0,0,0,0,0,0.631,,,
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.04,0,0.04,0,0,0,0,0,0.212,-1.0475,0.53,-1.0475
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.08,0,0.08,0,0,0,0,0,0.162,-0.58625,0.2025,-0.58625
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.08,0,0.08,0,0,0,0,0,0.316,-0.39375,0.395,-0.39375
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.08,0,0.08,0,0,0,0,0,0.34,-0.36375,0.425,-0.36375
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.08,0,0.08,0,0,0,0,0,0.414,-0.27125,0.5175,-0.27125
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.08,0,0.08,0,0,0,0,0,0.472,-0.19875,0.59,-0.19875
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.08,0,0.08,0,0,0,0,0,0.672,0.05125,0.84,0.05125
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.08,0,0.08,0,0,0,0,0,0.885,0.3175,1.10625,0.3175
28,1,526,144,7.2,13,2.2412,10.84,113.3,32.4,625.5,236.3,0.181135092,0.137113838,1,0.12,0,0.12,0,0,0,0,0,0.35,-0.234166667,0.291666667,-0.234166667
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0,0,0,0,0,0,0,0,0.246,,,
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.04,0,0.04,0,0,0,0,0,0.344,0.245,0.86,0.245
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.08,0,0.08,0,0,0,0,0,0.328,0.1025,0.41,0.1025
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.08,0,0.08,0,0,0,0,0,0.383,0.17125,0.47875,0.17125
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.08,0,0.08,0,0,0,0,0,0.427,0.22625,0.53375,0.22625
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.08,0,0.08,0,0,0,0,0,0.574,0.41,0.7175,0.41
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.08,0,0.08,0,0,0,0,0,0.631,0.48125,0.78875,0.48125
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.08,0,0.08,0,0,0,0,0,0.735,0.61125,0.91875,0.61125
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.08,0,0.08,0,0,0,0,0,0.955,0.88625,1.19375,0.88625
28,1,526,144,7.2,13,2.2412,10.84,303.8,61,574.7,236,0.52862363,0.258474576,1,0.12,0,0.12,0,0,0,0,0,0.552,0.255,0.46,0.255
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0,0,0,0,0,0,0,0,0.147,,,
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.03,0,0.03,0,0,0,0,0,0.109,-0.126666667,0.363333333,-0.126666667
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.06,0,0.06,0,0,0,0,0,0.117,-0.05,0.195,-0.05
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.06,0,0.06,0,0,0,0,0,0.156,0.015,0.26,0.015
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.06,0,0.06,0,0,0,0,0,0.174,0.045,0.29,0.045
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.06,0,0.06,0,0,0,0,0,0.188,0.068333333,0.313333333,0.068333333
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.06,0,0.06,0,0,0,0,0,0.233,0.143333333,0.388333333,0.143333333
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.06,0,0.06,0,0,0,0,0,0.245,0.163333333,0.408333333,0.163333333
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.06,0,0.06,0,0,0,0,0,0.289,0.236666667,0.481666667,0.236666667
28,0,254,466,7.1,14,2.4136,12.73,225.4,55.6,587,215.5,0.383986371,0.25800464,1.6,0.09,0,0.09,0,0,0,0,0,0.2,0.058888889,0.222222222,0.058888889
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0,0,0,0,0,0,0,0,0.023,,,
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.03,0,0.03,0,0,0,0,0,0.12,0.323333333,0.4,0.323333333
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.06,0,0.06,0,0,0,0,0,0.046,0.038333333,0.076666667,0.038333333
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.06,0,0.06,0,0,0,0,0,0.063,0.066666667,0.105,0.066666667
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.06,0,0.06,0,0,0,0,0,0.076,0.088333333,0.126666667,0.088333333
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.06,0,0.06,0,0,0,0,0,0.076,0.088333333,0.126666667,0.088333333
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.06,0,0.06,0,0,0,0,0,0.097,0.123333333,0.161666667,0.123333333
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.06,0,0.06,0,0,0,0,0,0.127,0.173333333,0.211666667,0.173333333
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.06,0,0.06,0,0,0,0,0,0.188,0.275,0.313333333,0.275
28,0,254,466,7.1,14,2.4136,12.73,152.4,85,683.8,234,0.222872185,0.363247863,1.6,0.09,0,0.09,0,0,0,0,0,0.344,0.356666667,0.382222222,0.356666667
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0,0,0,0,0,0,0,0,0.09,,,
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.03,0,0.03,0,0,0,0,0,0.148,0.193333333,0.493333333,0.193333333
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.06,0,0.06,0,0,0,0,0,0.112,0.036666667,0.186666667,0.036666667
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.06,0,0.06,0,0,0,0,0,0.136,0.076666667,0.226666667,0.076666667
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.06,0,0.06,0,0,0,0,0,0.142,0.086666667,0.236666667,0.086666667
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.06,0,0.06,0,0,0,0,0,0.181,0.151666667,0.301666667,0.151666667
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.06,0,0.06,0,0,0,0,0,0.346,0.426666667,0.576666667,0.426666667
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.06,0,0.06,0,0,0,0,0,0.452,0.603333333,0.753333333,0.603333333
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.06,0,0.06,0,0,0,0,0,0.494,0.673333333,0.823333333,0.673333333
28,0,254,466,7.1,14,2.4136,12.73,210.6,71.1,621.9,254,0.338639653,0.27992126,1.6,0.09,0,0.09,0,0,0,0,0,0.602,0.568888889,0.668888889,0.568888889
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,28.5,0.539652825,3.926315789,5,0.06,0,0.06,0,0,0,0,0,0.246,0.26,0.41,
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0,0,0,0,0,0,0,0,0.192,,,
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0.03,0,0.03,0,0,0,0,0,0.246,0.18,0.82,0.18
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0.06,0,0.06,0,0,0,0,0,0.222,0.05,0.37,0.05
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0.06,0,0.06,0,0,0,0,0,0.274,0.136666667,0.456666667,0.136666667
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0.06,0,0.06,0,0,0,0,0,0.277,0.141666667,0.461666667,0.141666667
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0.06,0,0.06,0,0,0,0,0,0.368,0.293333333,0.613333333,0.293333333
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0.06,0,0.06,0,0,0,0,0,0.372,0.3,0.62,0.3
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0.06,0,0.06,0,0,0,0,0,0.408,0.36,0.68,0.36
28,0,246,433,7.8,7,1.2068,10,317.1,111.9,587.6,215.8,0.539652825,0.518535681,5,0.09,0,0.09,0,0,0,0,0,0.661,0.521111111,0.734444444,0.521111111
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0,0,0,0,0,0,0,0,0.027,,,
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.03,0,0.03,0,0,0,0,0,0.082,0.183333333,0.273333333,0.183333333
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.06,0,0.06,0,0,0,0,0,0.039,0.02,0.065,0.02
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.06,0,0.06,0,0,0,0,0,0.055,0.046666667,0.091666667,0.046666667
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.06,0,0.06,0,0,0,0,0,0.063,0.06,0.105,0.06
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.06,0,0.06,0,0,0,0,0,0.111,0.14,0.185,0.14
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.06,0,0.06,0,0,0,0,0,0.155,0.213333333,0.258333333,0.213333333
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.06,0,0.06,0,0,0,0,0,0.159,0.22,0.265,0.22
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.06,0,0.06,0,0,0,0,0,0.163,0.226666667,0.271666667,0.226666667
28,0,246,433,7.8,7,1.2068,10,141.4,50.8,663.8,243.4,0.213015969,0.208709942,5,0.09,0,0.09,0,0,0,0,0,0.278,0.278888889,0.308888889,0.278888889
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0,0,0,0,0,0,0,0,0.135,,,
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.03,0,0.03,0,0,0,0,0,0.31,0.583333333,1.033333333,0.583333333
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.06,0,0.06,0,0,0,0,0,0.207,0.12,0.345,0.12
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.06,0,0.06,0,0,0,0,0,0.265,0.216666667,0.441666667,0.216666667
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.06,0,0.06,0,0,0,0,0,0.31,0.291666667,0.516666667,0.291666667
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.06,0,0.06,0,0,0,0,0,0.332,0.328333333,0.553333333,0.328333333
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.06,0,0.06,0,0,0,0,0,0.374,0.398333333,0.623333333,0.398333333
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.06,0,0.06,0,0,0,0,0,0.541,0.676666667,0.901666667,0.676666667
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.06,0,0.06,0,0,0,0,0,0.596,0.768333333,0.993333333,0.768333333
28,0,246,433,7.8,7,1.2068,10,388.8,135,530.9,224.7,0.732341307,0.600801068,5,0.09,0,0.09,0,0,0,0,0,0.683,0.608888889,0.758888889,0.608888889
29,0,262,274,5.4,20.5,3.5342,,493.8,180.7,558,219.3,0.884946237,0.823985408,6.3,0,0,0,0,0,0,0,1,0.37,,,
29,0,262,274,5.4,20.5,3.5342,,516.9,214.2,571.6,234.1,0.904303709,0.914993592,6.3,0,0,0,0,0,0,0,1,0.86,,,
29,0,262,274,5.4,20.5,3.5342,,516.9,214.2,571.6,234.1,0.904303709,0.914993592,6.3,0.2,0,0.2,0,0,0,0,1,1.57,0.355,,0.355
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,1.23,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,1.44,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,1.51,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,1.53,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,1.53,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,1.82,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,1.87,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,1.9,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,2.16,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,0,1,2.89,,,
32,1,568,139,5.3,25,4.31,,466.4,235.2,557.2,228.9,0.837042355,1.027522936,7.4,0,0,0,0,0,0,1,0,1.03,,,
